t # guarino2016value
v 1 quality
v 2 quality
v 3 relator
v 4 quality
v 5 quality
v 6 relator
v 7 relator
v 8 roleMixin
v 9 category
v 10 relator
v 11 mixin
v 12 quality
v 13 quality
v 14 role
v 15 role
v 16 category
v 17 category
v 18 quality
v 19 Generalization
v 20 Generalization
v 21 characterization
v 22 mediation
v 23 mediation
v 24 relation
v 25 relation
v 26 characterization
v 27 characterization
v 28 mediation
v 29 mediation
v 30 mediation
v 31 characterization
v 32 characterization
v 33 relation
v 34 relation
v 35 relation
v 36 characterization
v 37 mediation
v 38 mediation
v 39 relation
v 40 relation
v 41 relation
v 42 relation
v 43 relation
v 44 relation
v 45 characterization
v 46 formal
v 47 formal
v 48 formal
v 49 formal
v 50 formal
v 51 characterization
v 52 mediation
v 53 formal
v 54 formal
v 55 formal
v 56 formal
v 57 relation
v 250 Generalization
v 251 Generalization
v 252 Generalization
v 253 Generalization
v 254 Generalization
v 255 Generalization
v 256 Generalization
v 257 Generalization
v 258 Generalization
v 259 Generalization
v 260 Generalization
v 261 Generalization
v 262 Generalization
v 263 Generalization
v 264 Generalization
v 265 relation
v 266 relation
v 267 sum
v 268 formal
v 269 formal
v 270 componentOf
v 271 formal
v 272 formal
v 273 formal
v 274 formal
v 275 formal
v 276 material
v 277 formal
v 278 formal
v 279 formal
v 280 formal
v 281 formal
v 282 formal
v 283 formal
v 284 formal
v 285 formal
v 286 formal
v 287 formal
v 288 relation
v 289 characterization
v 290 formal
v 291 mediation
v 292 formal
v 293 characterization
v 294 formal
v 295 formal
v 296 formal
v 297 formal
v 298 relation
v 299 formal
v 300 formal
v 301 formal
v 302 characterization
v 303 formal
v 304 formal
v 305 formal
v 306 formal
v 307 mediation
v 308 mediation
v 309 formal
v 310 mediation
v 311 mediation
v 312 mediation
v 313 mediation
v 314 mediation
v 315 formal
v 316 formal
v 317 mediation
v 318 material
v 319 mediation
v 320 componentOf
v 321 formal
v 322 mediation
v 323 formal
v 324 mediation
v 325 mediation
v 326 memberOf
v 327 formal
v 328 formal
v 329 formal
v 330 formal
v 331 formal
v 332 formal
v 333 formal
v 334 mediation
v 335 mediation
v 336 componentOf
v 337 formal
v 338 characterization
v 339 characterization
v 340 componentOf
v 341 formal
v 342 formal
v 343 formal
v 344 formal
v 345 formal
v 346 formal
v 347 formal
v 348 formal
v 349 relation
v 350 formal
v 351 formal
v 352 relation
v 353 formal
v 354 relation
v 355 relation
v 356 formal
v 357 material
v 358 relation
v 359 formal
v 360 material
v 361 material
v 362 relation
v 363 formal
v 364 relation
v 365 formal
v 366 formal
v 367 componentOf
v 368 formal
v 369 formal
v 370 formal
v 371 formal
v 372 formal
v 373 relation
v 374 relation
v 375 relation
v 376 mediation
v 377 material
v 378 formal
v 379 formal
v 380 formal
v 381 characterization
v 382 memberOf
v 383 characterization
v 384 sum
v 385 formal
e 148 79 general
e 148 1 specific
e 149 79 general
e 149 2 specific
e 150 9 general
e 150 5 specific
e 151 15 general
e 151 6 specific
e 152 9 general
e 152 7 specific
e 153 15 general
e 153 8 specific
e 154 10 general
e 154 13 specific
e 155 10 general
e 155 13 specific
e 156 17 general
e 156 14 specific
e 157 57 general
e 157 19 specific
e 158 10 general
e 158 20 specific
e 159 17 general
e 159 21 specific
e 160 17 general
e 160 21 specific
e 161 25 general
e 161 22 specific
e 162 25 general
e 162 26 specific
e 163 25 general
e 163 27 specific
e 164 24 general
e 164 28 specific
e 165 80 general
e 165 81 specific
e 166 24 general
e 166 30 specific
e 167 25 general
e 167 32 specific
e 168 51 general
e 168 37 specific
e 169 121 general
e 169 40 specific
e 170 42 general
e 170 40 specific
e 171 42 general
e 171 41 specific
e 172 52 general
e 172 41 specific
e 173 34 general
e 173 43 specific
e 174 51 general
e 174 45 specific
e 175 35 general
e 175 46 specific
e 176 35 general
e 176 47 specific
e 177 34 general
e 177 48 specific
e 178 52 general
e 178 49 specific
e 179 52 general
e 179 50 specific
e 180 51 general
e 180 55 specific
e 181 91 general
e 181 55 specific
e 182 61 general
e 182 59 specific
e 183 68 general
e 183 60 specific
e 184 65 general
e 184 61 specific
e 185 72 general
e 185 62 specific
e 186 61 general
e 186 62 specific
e 187 91 general
e 187 65 specific
e 188 65 general
e 188 70 specific
e 189 68 general
e 189 71 specific
e 190 91 general
e 190 72 specific
e 191 72 general
e 191 73 specific
e 192 84 general
e 192 75 specific
e 193 84 general
e 193 77 specific
e 194 1 general
e 194 78 specific
e 195 80 general
e 195 81 specific
e 196 95 general
e 196 82 specific
e 197 90 general
e 197 82 specific
e 198 1 general
e 198 84 specific
e 199 85 general
e 199 87 specific
e 200 90 general
e 200 89 specific
e 201 79 general
e 201 90 specific
e 202 77 general
e 202 91 specific
e 203 100 general
e 203 3 specific
e 204 94 general
e 204 92 specific
e 205 104 general
e 205 96 specific
e 206 105 general
e 206 98 specific
e 207 111 general
e 207 99 specific
e 208 83 general
e 208 105 specific
e 209 111 general
e 209 106 specific
e 210 15 general
e 210 107 specific
e 211 15 general
e 211 108 specific
e 212 111 general
e 212 94 specific
e 213 15 general
e 213 110 specific
e 214 120 general
e 214 113 specific
e 215 121 general
e 215 114 specific
e 216 119 general
e 216 115 specific
e 217 119 general
e 217 116 specific
e 218 121 general
e 218 117 specific
e 219 112 general
e 219 118 specific
e 220 114 general
e 220 119 specific
e 221 121 general
e 221 119 specific
e 222 120 general
e 222 121 specific
e 223 3 general
e 223 124 specific
e 224 79 general
e 224 146 specific
e 225 51 general
e 225 32 specific
e 226 54 general
e 226 32 specific
e 227 126 general
e 227 29 specific
e 228 127 general
e 228 31 specific
e 229 125 general
e 229 103 specific
e 230 134 general
e 230 128 specific
e 231 134 general
e 231 129 specific
e 232 130 general
e 232 131 specific
e 233 134 general
e 233 132 specific
e 234 143 general
e 234 133 specific
e 235 134 general
e 235 135 specific
e 236 130 general
e 236 142 specific
e 237 130 general
e 237 143 specific
e 238 132 general
e 238 6 specific
e 239 135 general
e 239 8 specific
e 240 129 general
e 240 15 specific
e 241 128 general
e 241 15 specific
e 242 138 general
e 242 16 specific
e 243 129 general
e 243 17 specific
e 244 129 general
e 244 23 specific
e 245 130 general
e 245 25 specific
e 246 136 general
e 246 26 specific
e 247 137 general
e 247 27 specific
e 248 138 general
e 248 80 specific
e 249 129 general
e 249 33 specific
e 250 139 general
e 250 54 specific
e 251 133 general
e 251 63 specific
e 252 140 general
e 252 64 specific
e 253 144 general
e 253 66 specific
e 254 140 general
e 254 69 specific
e 255 145 general
e 255 86 specific
e 256 129 general
e 256 86 specific
e 257 131 general
e 257 88 specific
e 258 142 general
e 258 91 specific
e 259 139 general
e 259 112 specific
e 260 141 general
e 260 114 specific
e 261 146 general
e 261 52 specific
e 262 146 general
e 262 68 specific
e 263 147 general
e 263 141 specific
e 264 147 general
e 264 120 specific
e 265 24 source
e 265 136 target
e 266 24 source
e 266 137 target
e 267 15 source
e 267 8 target
e 268 4 source
e 268 9 target
e 269 66 source
e 269 9 target
e 270 20 source
e 270 9 target
e 271 20 source
e 271 9 target
e 272 15 source
e 272 9 target
e 273 15 source
e 273 9 target
e 274 11 source
e 274 10 target
e 275 17 source
e 275 10 target
e 276 19 source
e 276 11 target
e 277 36 source
e 277 11 target
e 278 44 source
e 278 11 target
e 279 12 source
e 279 11 target
e 280 14 source
e 280 13 target
e 281 21 source
e 281 14 target
e 282 15 target
e 283 94 source
e 283 15 target
e 284 21 source
e 284 15 target
e 285 16 source
e 285 15 target
e 286 59 source
e 286 15 target
e 287 60 source
e 287 15 target
e 288 21 source
e 288 15 target
e 289 17 source
e 289 53 target
e 290 18 source
e 290 17 target
e 291 38 source
e 291 18 target
e 292 21 source
e 292 20 target
e 293 23 source
e 293 22 target
e 294 81 source
e 294 23 target
e 295 28 source
e 295 80 target
e 296 31 source
e 296 80 target
e 297 33 source
e 297 80 target
e 298 30 source
e 298 81 target
e 299 31 source
e 299 81 target
e 300 29 source
e 300 31 target
e 301 33 source
e 301 29 target
e 302 33 source
e 302 32 target
e 303 121 source
e 303 34 target
e 304 52 source
e 304 34 target
e 305 42 source
e 305 34 target
e 306 36 source
e 306 35 target
e 307 35 source
e 307 52 target
e 308 37 source
e 308 35 target
e 309 44 source
e 309 36 target
e 310 46 source
e 310 37 target
e 311 47 source
e 311 37 target
e 312 38 source
e 312 52 target
e 313 39 source
e 313 42 target
e 314 39 source
e 314 52 target
e 315 52 source
e 315 121 target
e 316 52 source
e 316 44 target
e 317 56 source
e 317 45 target
e 318 71 source
e 318 22 target
e 319 58 source
e 319 22 target
e 320 52 source
e 320 50 target
e 321 72 source
e 321 52 target
e 322 56 source
e 322 52 target
e 323 60 source
e 323 4 target
e 324 58 source
e 324 70 target
e 325 67 source
e 325 61 target
e 326 65 source
e 326 63 target
e 327 66 source
e 327 64 target
e 328 121 source
e 328 65 target
e 329 66 source
e 329 61 target
e 330 69 source
e 330 66 target
e 331 121 source
e 331 68 target
e 332 121 source
e 332 72 target
e 333 74 source
e 333 73 target
e 334 76 source
e 334 88 target
e 335 76 source
e 335 90 target
e 336 79 source
e 336 83 target
e 337 86 source
e 337 81 target
e 338 106 source
e 338 82 target
e 339 99 source
e 339 83 target
e 340 95 source
e 340 83 target
e 341 93 source
e 341 83 target
e 342 121 source
e 342 83 target
e 343 86 source
e 343 87 target
e 344 86 source
e 344 88 target
e 345 3 source
e 345 93 target
e 346 97 source
e 346 96 target
e 347 98 source
e 347 96 target
e 348 103 source
e 348 101 target
e 349 111 source
e 349 101 target
e 350 102 source
e 350 101 target
e 351 3 source
e 351 103 target
e 352 104 source
e 352 103 target
e 353 3 source
e 353 93 target
e 354 93 source
e 354 104 target
e 355 105 source
e 355 104 target
e 356 109 source
e 356 94 target
e 357 114 source
e 357 112 target
e 358 123 source
e 358 113 target
e 359 122 source
e 359 116 target
e 360 118 target
e 361 119 source
e 361 118 target
e 362 123 source
e 362 120 target
e 363 120 target
e 364 121 source
e 364 123 target
e 365 4 source
e 365 68 target
e 366 4 source
e 366 60 target
e 367 79 source
e 367 83 target
e 368 100 source
e 368 83 target
e 369 52 source
e 369 124 target
e 370 124 source
e 370 92 target
e 371 29 source
e 371 23 target
e 372 66 source
e 372 59 target
e 373 103 source
e 373 96 target
e 374 103 source
e 374 111 target
e 375 97 source
e 375 111 target
e 376 67 source
e 376 32 target
e 377 60 source
e 377 32 target
e 378 126 source
e 378 128 target
e 379 127 source
e 379 81 target
e 380 127 source
e 380 87 target
e 381 129 source
e 381 130 target
e 382 133 source
e 382 130 target
e 383 129 source
e 383 130 target
e 384 135 source
e 384 134 target
e 385 144 source
e 385 140 target
t # khantong2020ontology
v 1 subkind
v 2 subkind
v 3 kind
v 4 role
v 5 phase
v 6 role
v 7 kind
v 8 role
v 9 role
v 10 kind
v 11 kind
v 12 role
v 13 role
v 14 kind
v 15 kind
v 16 kind
v 17 kind
v 18 kind
v 19 phase
v 20 kind
v 21 phase
v 22 role
v 23 kind
v 24 role
v 25 role
v 26 subkind
v 27 subkind
v 28 role
v 29 kind
v 30 kind
v 31 Generalization
v 32 Generalization
v 33 Generalization
v 34 Generalization
v 35 Generalization
v 36 Generalization
v 37 Generalization
v 38 Generalization
v 39 Generalization
v 40 Generalization
v 41 Generalization
v 42 Generalization
v 43 Generalization
v 44 Generalization
v 45 Generalization
v 46 Generalization
v 47 Generalization
v 48 relation
v 49 relation
v 50 relation
v 51 relation
v 52 relation
v 53 relation
v 54 relation
v 55 relation
v 56 relation
v 57 relation
v 58 relation
v 59 relation
v 60 relation
v 61 relation
v 62 relation
v 63 relation
v 64 relation
v 65 relation
v 66 relation
v 67 relation
v 68 relation
v 69 relation
e 31 3 general
e 31 1 specific
e 32 3 general
e 32 2 specific
e 33 3 general
e 33 26 specific
e 34 3 general
e 34 27 specific
e 35 20 general
e 35 5 specific
e 36 20 general
e 36 19 specific
e 37 20 general
e 37 21 specific
e 38 7 general
e 38 8 specific
e 39 27 general
e 39 28 specific
e 40 27 general
e 40 9 specific
e 41 26 general
e 41 25 specific
e 42 26 general
e 42 24 specific
e 43 2 general
e 43 12 specific
e 44 2 general
e 44 4 specific
e 45 2 general
e 45 6 specific
e 46 2 general
e 46 22 specific
e 47 1 general
e 47 13 specific
e 48 8 source
e 48 18 target
e 49 18 source
e 49 23 target
e 50 23 source
e 50 16 target
e 51 13 source
e 51 15 target
e 52 11 source
e 52 14 target
e 53 10 source
e 53 15 target
e 54 12 source
e 54 10 target
e 55 10 source
e 55 11 target
e 56 5 source
e 56 4 target
e 57 19 source
e 57 6 target
e 58 11 source
e 58 17 target
e 59 30 source
e 59 17 target
e 60 30 source
e 60 16 target
e 61 23 source
e 61 29 target
e 62 9 source
e 62 23 target
e 63 28 source
e 63 29 target
e 64 24 source
e 64 30 target
e 65 25 source
e 65 17 target
e 66 20 source
e 66 11 target
e 67 8 source
e 67 14 target
e 68 23 source
e 68 14 target
e 69 21 source
e 69 22 target
t # cmpo2017
v 1 event
v 2 event
v 3 event
v 4 event
v 5 roleMixin
v 6 role
v 7 role
v 8 role
v 9 role
v 10 role
v 11 role
v 12 event
v 13 event
v 14 event
v 15 event
v 16 event
v 17 event
v 18 event
v 19 event
v 20 event
v 21 event
v 22 event
v 23 event
v 24 event
v 25 event
v 26 event
v 27 event
v 28 event
v 29 event
v 30 subkind
v 31 role
v 32 category
v 33 mode
v 34 subkind
v 35 subkind
v 36 subkind
v 37 None
v 38 roleMixin
v 39 subkind
v 40 phase
v 41 phase
v 42 phase
v 43 phase
v 44 phase
v 45 phase
v 46 category
v 47 category
v 48 category
v 49 kind
v 50 kind
v 51 kind
v 52 kind
v 53 kind
v 54 mixin
v 55 None
v 56 Generalization
v 57 Generalization
v 58 Generalization
v 59 Generalization
v 60 Generalization
v 61 Generalization
v 62 Generalization
v 63 Generalization
v 64 Generalization
v 65 Generalization
v 66 Generalization
v 67 Generalization
v 68 Generalization
v 69 Generalization
v 70 Generalization
v 71 Generalization
v 72 Generalization
v 73 Generalization
v 74 Generalization
v 75 Generalization
v 76 Generalization
v 77 Generalization
v 78 Generalization
v 79 Generalization
v 80 Generalization
v 81 Generalization
v 82 Generalization
v 83 Generalization
v 84 Generalization
v 85 Generalization
v 86 Generalization
v 87 Generalization
v 88 Generalization
v 89 Generalization
v 90 Generalization
v 91 Generalization
v 92 Generalization
v 93 Generalization
v 94 Generalization
v 95 Generalization
v 96 Generalization
v 97 Generalization
v 98 Generalization
v 99 Generalization
v 100 Generalization
v 101 Generalization
v 102 Generalization
v 103 Generalization
v 104 Generalization
v 105 Generalization
v 106 relation
v 107 material
v 108 material
v 109 relation
v 110 material
v 111 material
v 112 material
v 113 relation
v 114 relation
v 115 relation
v 116 relation
v 117 relation
v 118 relation
v 119 material
v 120 relation
v 121 relation
v 122 relation
v 123 relation
v 124 relation
v 125 relation
v 126 relation
v 127 relation
v 128 relation
v 129 relation
v 130 relation
v 131 relation
v 132 relation
v 133 relation
v 134 relation
v 135 relation
v 136 relation
v 137 relation
v 138 relation
v 139 relation
v 140 relation
v 141 relation
v 142 relation
v 143 relation
v 144 relation
v 145 relation
v 146 relation
v 147 relation
v 148 relation
v 149 relation
v 150 relation
v 151 relation
v 152 relation
v 153 relation
v 154 relation
v 155 relation
v 156 relation
v 157 relation
v 158 relation
v 159 relation
v 160 relation
v 161 relation
v 162 relation
v 163 relation
v 164 relation
v 165 relation
v 166 relation
v 167 relation
v 168 relation
v 169 relation
v 170 relation
v 171 relation
e 56 1 general
e 56 2 specific
e 57 1 general
e 57 3 specific
e 58 5 general
e 58 6 specific
e 59 3 general
e 59 14 specific
e 60 5 general
e 60 7 specific
e 61 5 general
e 61 8 specific
e 62 5 general
e 62 9 specific
e 63 5 general
e 63 10 specific
e 64 5 general
e 64 11 specific
e 65 4 general
e 65 13 specific
e 66 4 general
e 66 12 specific
e 67 46 general
e 67 47 specific
e 68 46 general
e 68 48 specific
e 69 12 general
e 69 25 specific
e 70 12 general
e 70 24 specific
e 71 12 general
e 71 22 specific
e 72 12 general
e 72 19 specific
e 73 12 general
e 73 20 specific
e 74 13 general
e 74 15 specific
e 75 13 general
e 75 16 specific
e 76 13 general
e 76 17 specific
e 77 13 general
e 77 18 specific
e 78 13 general
e 78 21 specific
e 79 13 general
e 79 23 specific
e 80 13 general
e 80 26 specific
e 81 46 general
e 81 49 specific
e 82 46 general
e 82 50 specific
e 83 46 general
e 83 51 specific
e 84 46 general
e 84 52 specific
e 85 46 general
e 85 53 specific
e 86 53 general
e 86 30 specific
e 87 53 general
e 87 35 specific
e 88 54 general
e 88 38 specific
e 89 38 general
e 89 31 specific
e 90 51 general
e 90 39 specific
e 91 51 general
e 91 37 specific
e 92 51 general
e 92 34 specific
e 93 46 general
e 93 31 specific
e 94 46 general
e 94 32 specific
e 95 49 general
e 95 36 specific
e 96 39 general
e 96 40 specific
e 97 39 general
e 97 41 specific
e 98 39 general
e 98 42 specific
e 99 39 general
e 99 43 specific
e 100 39 general
e 100 44 specific
e 101 39 general
e 101 45 specific
e 102 13 general
e 102 27 specific
e 103 13 general
e 103 28 specific
e 104 13 general
e 104 29 specific
e 105 55 general
e 105 54 specific
e 106 2 source
e 106 3 target
e 107 5 source
e 107 4 target
e 108 5 source
e 108 4 target
e 109 13 source
e 109 4 target
e 110 4 source
e 110 46 target
e 111 4 source
e 111 46 target
e 112 4 source
e 112 46 target
e 113 48 source
e 113 46 target
e 114 14 source
e 114 27 target
e 115 14 source
e 115 28 target
e 116 14 source
e 116 29 target
e 117 3 source
e 117 4 target
e 118 4 target
e 119 46 target
e 120 46 source
e 120 53 target
e 121 6 source
e 121 27 target
e 122 6 source
e 122 28 target
e 123 6 source
e 123 29 target
e 124 6 source
e 124 18 target
e 125 6 source
e 125 15 target
e 126 7 source
e 126 19 target
e 127 8 source
e 127 20 target
e 128 10 source
e 128 25 target
e 129 9 source
e 129 21 target
e 130 11 source
e 130 28 target
e 131 29 source
e 131 27 target
e 132 28 source
e 132 27 target
e 133 32 source
e 133 33 target
e 134 34 source
e 134 33 target
e 135 35 source
e 135 37 target
e 136 38 source
e 136 33 target
e 137 39 source
e 137 31 target
e 138 15 source
e 138 16 target
e 139 15 source
e 139 17 target
e 140 18 source
e 140 19 target
e 141 18 source
e 141 20 target
e 142 18 source
e 142 21 target
e 143 18 source
e 143 25 target
e 144 18 source
e 144 26 target
e 145 21 source
e 145 22 target
e 146 21 source
e 146 23 target
e 147 21 source
e 147 24 target
e 148 18 source
e 148 15 target
e 149 20 source
e 149 19 target
e 150 21 source
e 150 20 target
e 151 26 source
e 151 25 target
e 152 25 source
e 152 21 target
e 153 23 source
e 153 22 target
e 154 24 source
e 154 23 target
e 155 15 source
e 155 30 target
e 156 19 source
e 156 40 target
e 157 20 source
e 157 41 target
e 158 21 source
e 158 41 target
e 159 21 source
e 159 32 target
e 160 24 source
e 160 32 target
e 161 24 source
e 161 31 target
e 162 24 source
e 162 31 target
e 163 25 source
e 163 31 target
e 164 25 source
e 164 44 target
e 165 26 source
e 165 45 target
e 166 27 source
e 166 34 target
e 167 28 source
e 167 34 target
e 168 28 source
e 168 35 target
e 169 28 source
e 169 36 target
e 170 29 source
e 170 34 target
e 171 29 source
e 171 36 target
t # dpo2017
v 1 event
v 2 event
v 3 event
v 4 event
v 5 roleMixin
v 6 category
v 7 event
v 8 event
v 9 category
v 10 category
v 11 kind
v 12 kind
v 13 kind
v 14 kind
v 15 kind
v 16 event
v 17 role
v 18 event
v 19 event
v 20 event
v 21 event
v 22 event
v 23 role
v 24 event
v 25 event
v 26 event
v 27 event
v 28 event
v 29 event
v 30 subkind
v 31 subkind
v 32 subkind
v 33 subkind
v 34 subkind
v 35 subkind
v 36 subkind
v 37 subkind
v 38 subkind
v 39 subkind
v 40 subkind
v 41 Generalization
v 42 Generalization
v 43 Generalization
v 44 Generalization
v 45 Generalization
v 46 Generalization
v 47 Generalization
v 48 Generalization
v 49 Generalization
v 50 Generalization
v 51 Generalization
v 52 Generalization
v 53 Generalization
v 54 Generalization
v 55 Generalization
v 56 Generalization
v 57 Generalization
v 58 Generalization
v 59 Generalization
v 60 Generalization
v 61 Generalization
v 62 Generalization
v 63 Generalization
v 64 Generalization
v 65 Generalization
v 66 Generalization
v 67 Generalization
v 68 Generalization
v 69 Generalization
v 70 Generalization
v 71 Generalization
v 72 Generalization
v 73 Generalization
v 74 Generalization
v 75 Generalization
v 76 relation
v 77 relation
v 78 material
v 79 material
v 80 relation
v 81 material
v 82 relation
v 83 material
v 84 material
v 85 material
v 86 componentOf
v 87 relation
v 88 relation
v 89 relation
v 90 relation
v 91 relation
v 92 relation
v 93 relation
v 94 relation
v 95 relation
v 96 relation
v 97 relation
v 98 relation
v 99 relation
v 100 relation
v 101 relation
v 102 relation
v 103 relation
v 104 relation
v 105 relation
v 106 relation
v 107 relation
v 108 relation
v 109 relation
v 110 relation
v 111 relation
v 112 relation
v 113 relation
v 114 relation
v 115 relation
v 116 relation
v 117 relation
v 118 relation
v 119 relation
v 120 relation
v 121 relation
v 122 relation
v 123 relation
v 124 relation
v 125 relation
v 126 relation
e 41 1 general
e 41 2 specific
e 42 1 general
e 42 3 specific
e 43 4 general
e 43 7 specific
e 44 4 general
e 44 8 specific
e 45 6 general
e 45 9 specific
e 46 6 general
e 46 10 specific
e 47 6 general
e 47 13 specific
e 48 6 general
e 48 12 specific
e 49 6 general
e 49 11 specific
e 50 6 general
e 50 14 specific
e 51 6 general
e 51 15 specific
e 52 3 general
e 52 16 specific
e 53 5 general
e 53 17 specific
e 54 8 general
e 54 18 specific
e 55 8 general
e 55 22 specific
e 56 8 general
e 56 28 specific
e 57 8 general
e 57 29 specific
e 58 7 general
e 58 19 specific
e 59 7 general
e 59 20 specific
e 60 7 general
e 60 21 specific
e 61 7 general
e 61 24 specific
e 62 7 general
e 62 25 specific
e 63 7 general
e 63 26 specific
e 64 7 general
e 64 27 specific
e 65 13 general
e 65 33 specific
e 66 13 general
e 66 30 specific
e 67 14 general
e 67 32 specific
e 68 14 general
e 68 36 specific
e 69 15 general
e 69 40 specific
e 70 15 general
e 70 37 specific
e 71 15 general
e 71 38 specific
e 72 5 general
e 72 23 specific
e 73 31 general
e 73 35 specific
e 74 31 general
e 74 34 specific
e 75 30 general
e 75 39 specific
e 76 2 source
e 76 3 target
e 77 3 source
e 77 4 target
e 78 5 source
e 78 4 target
e 79 5 source
e 79 4 target
e 80 4 target
e 81 6 target
e 82 8 source
e 82 4 target
e 83 4 source
e 83 6 target
e 84 4 source
e 84 6 target
e 85 4 source
e 85 6 target
e 86 6 source
e 86 10 target
e 87 15 source
e 87 6 target
e 88 32 source
e 88 31 target
e 89 31 source
e 89 30 target
e 90 35 source
e 90 34 target
e 91 34 target
e 92 16 source
e 92 18 target
e 93 16 source
e 93 22 target
e 94 16 source
e 94 28 target
e 95 16 source
e 95 29 target
e 96 17 source
e 96 18 target
e 97 23 source
e 97 22 target
e 98 23 source
e 98 28 target
e 99 23 source
e 99 29 target
e 100 17 source
e 100 28 target
e 101 17 source
e 101 29 target
e 102 18 source
e 102 19 target
e 103 18 source
e 103 20 target
e 104 18 source
e 104 21 target
e 105 22 source
e 105 24 target
e 106 22 source
e 106 25 target
e 107 22 source
e 107 26 target
e 108 22 source
e 108 27 target
e 109 18 source
e 109 40 target
e 110 19 source
e 110 32 target
e 111 20 source
e 111 30 target
e 112 21 source
e 112 33 target
e 113 22 source
e 113 32 target
e 114 22 source
e 114 40 target
e 115 24 source
e 115 34 target
e 116 25 source
e 116 30 target
e 117 26 source
e 117 39 target
e 118 27 source
e 118 33 target
e 119 27 source
e 119 36 target
e 120 28 source
e 120 37 target
e 121 29 source
e 121 37 target
e 122 29 source
e 122 38 target
e 123 29 source
e 123 40 target
e 124 37 source
e 124 36 target
e 125 37 source
e 125 39 target
e 126 37 source
e 126 32 target
t # cgts2021sebim
v 1 kind
v 2 subkind
v 3 subkind
v 4 subkind
v 5 category
v 6 kind
v 7 subkind
v 8 subkind
v 9 subkind
v 10 kind
v 11 kind
v 12 mode
v 13 kind
v 14 relator
v 15 quality
v 16 quality
v 17 role
v 18 role
v 19 role
v 20 role
v 21 subkind
v 22 subkind
v 23 subkind
v 24 subkind
v 25 subkind
v 26 subkind
v 27 subkind
v 28 subkind
v 29 subkind
v 30 Generalization
v 31 Generalization
v 32 Generalization
v 33 Generalization
v 34 Generalization
v 35 Generalization
v 36 Generalization
v 37 Generalization
v 38 Generalization
v 39 Generalization
v 40 Generalization
v 41 Generalization
v 42 Generalization
v 43 Generalization
v 44 Generalization
v 45 Generalization
v 46 Generalization
v 47 Generalization
v 48 Generalization
v 49 relation
v 50 relation
v 51 relation
v 52 relation
v 53 relation
v 54 mediation
v 55 relation
v 56 mediation
v 57 relation
v 58 relation
v 59 derivation
e 30 1 general
e 30 2 specific
e 31 1 general
e 31 3 specific
e 32 1 general
e 32 4 specific
e 33 6 general
e 33 9 specific
e 34 6 general
e 34 8 specific
e 35 6 general
e 35 7 specific
e 36 13 general
e 36 17 specific
e 37 13 general
e 37 20 specific
e 38 13 general
e 38 18 specific
e 39 13 general
e 39 19 specific
e 40 13 general
e 40 21 specific
e 41 6 general
e 41 22 specific
e 42 21 general
e 42 23 specific
e 43 21 general
e 43 24 specific
e 44 21 general
e 44 25 specific
e 45 21 general
e 45 26 specific
e 46 21 general
e 46 27 specific
e 47 21 general
e 47 28 specific
e 48 21 general
e 48 29 specific
e 49 1 source
e 49 5 target
e 50 5 source
e 50 6 target
e 51 1 source
e 51 11 target
e 52 1 source
e 52 10 target
e 53 10 source
e 53 12 target
e 54 14 source
e 54 13 target
e 55 13 source
e 55 3 target
e 56 14 source
e 56 3 target
e 57 1 source
e 57 15 target
e 58 13 source
e 58 16 target
e 59 14 source
e 59 55 target
t # grueau2013towards
v 1 MentalMode
v 2 Activity
v 3 agent
v 4 InstitutionalAgent
v 5 HumanAgent
v 6 Organization
v 7 None
v 8 None
v 9 None
v 10 None
v 11 None
v 12 None
v 13 None
v 14 Generalization
v 15 Generalization
v 16 Generalization
v 17 Generalization
v 18 Generalization
v 19 Generalization
v 20 Generalization
v 21 Generalization
v 22 Generalization
v 23 Generalization
v 24 relation
v 25 relation
v 26 relation
e 14 3 general
e 14 4 specific
e 15 3 general
e 15 5 specific
e 16 4 general
e 16 6 specific
e 17 5 general
e 17 7 specific
e 18 5 general
e 18 8 specific
e 19 5 general
e 19 9 specific
e 20 5 general
e 20 10 specific
e 21 5 general
e 21 11 specific
e 22 5 general
e 22 12 specific
e 23 5 general
e 23 13 specific
e 24 1 source
e 24 3 target
e 25 2 source
e 25 3 target
e 26 3 source
e 26 4 target
t # maddalena2021ontocovid
v 1 kind
v 2 subkind
v 3 category
v 4 subkind
v 5 subkind
v 6 subkind
v 7 phase
v 8 phase
v 9 relator
v 10 subkind
v 11 role
v 12 kind
v 13 role
v 14 relator
v 15 subkind
v 16 kind
v 17 quality
v 18 kind
v 19 mode
v 20 event
v 21 event
v 22 mode
v 23 phase
v 24 phase
v 25 subkind
v 26 subkind
v 27 phase
v 28 mode
v 29 kind
v 30 kind
v 31 role
v 32 role
v 33 role
v 34 role
v 35 role
v 36 role
v 37 Normative Description
v 38 kind
v 39 mode
v 40 kind
v 41 subkind
v 42 subkind
v 43 subkind
v 44 subkind
v 45 subkind
v 46 subkind
v 47 subkind
v 48 subkind
v 49 subkind
v 50 subkind
v 51 subkind
v 52 subkind
v 53 subkind
v 54 subkind
v 55 event
v 56 subkind
v 57 mode
v 58 relator
v 59 Normative Description
v 60 Normative Description
v 61 Normative Description
v 62 Normative Description
v 63 role
v 64 role
v 65 role
v 66 Normative Description
v 67 subkind
v 68 mode
v 69 role
v 70 role
v 71 role
v 72 subkind
v 73 subkind
v 74 subkind
v 75 Generalization
v 76 Generalization
